Date,Location,Lease ID,Unit Number,SQM,Retailer,Sales,Sector,Sector detail
03/03/2017,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,0,Health & Beauty,Pharmacy
31/03/2017,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,0,Health & Beauty,Pharmacy
01/05/2017,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,0,Health & Beauty,Pharmacy
31/05/2017,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,0,Health & Beauty,Pharmacy
01/07/2017,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,0,Health & Beauty,Pharmacy
31/07/2017,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,0,Health & Beauty,Pharmacy
31/08/2017,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,0,Health & Beauty,Pharmacy
01/10/2015,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/10/2015,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
01/12/2015,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/12/2015,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/01/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
02/03/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/03/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
01/05/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/05/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
01/07/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/07/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/08/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
01/10/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/10/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
01/12/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/12/2016,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/01/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
03/03/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
31/03/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
01/05/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,0,Fashion,Sports
01/10/2015,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/10/2015,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
01/12/2015,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/12/2015,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/01/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
02/03/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/03/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
01/05/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/05/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
01/07/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/07/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/08/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
01/10/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/10/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
01/12/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/12/2016,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/01/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
03/03/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
31/03/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,0,Electrical,Phone
01/10/2015,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/10/2015,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
01/12/2015,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/12/2015,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/01/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
02/03/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/03/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
01/05/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/05/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
01/07/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/07/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/08/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
01/10/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/10/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
01/12/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/12/2016,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/01/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
03/03/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/03/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
01/05/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
31/05/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,0,Toys & Giftware,Stationery
01/10/2015,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/10/2015,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
01/12/2015,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/12/2015,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/01/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
02/03/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/03/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
01/05/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/05/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
01/07/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/07/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/08/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
01/10/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/10/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
01/12/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/12/2016,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/01/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
03/03/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/03/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
01/05/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,0,Health & Beauty,Barbers
31/01/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
03/03/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
31/03/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
01/05/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
31/05/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
01/07/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
31/07/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
31/08/2019,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,0,Fashion,Childrens
31/01/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
03/03/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
31/03/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
01/05/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
31/05/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
01/07/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
31/07/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
31/08/2019,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,0,Kiosk,F&B
01/10/2017,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/10/2017,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
01/12/2017,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/12/2017,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/01/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
03/03/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/03/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
01/05/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/05/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
01/07/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/07/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/08/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
01/10/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/10/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
01/12/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
31/12/2018,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,0,Fashion,Womens
01/10/2017,Blanchardstown Centre,M00007658,Unit 272,8,Retailer 27,0,Kiosk,E-Cig
31/10/2017,Blanchardstown Centre,M00007658,Unit 272,8,Retailer 27,0,Kiosk,E-Cig
01/12/2017,Blanchardstown Centre,M00007658,Unit 272,8,Retailer 27,0,Kiosk,E-Cig
31/12/2017,Blanchardstown Centre,M00007658,Unit 272,8,Retailer 27,0,Kiosk,E-Cig
31/01/2018,Blanchardstown Centre,M00007658,Unit 272,8,Retailer 27,0,Kiosk,E-Cig
03/03/2018,Blanchardstown Centre,M00007658,Unit 272,8,Retailer 27,0,Kiosk,E-Cig
31/03/2018,Blanchardstown Centre,M00007658,Unit 272,8,Retailer 27,0,Kiosk,E-Cig
01/10/2017,Blanchardstown Centre,M00009145,Unit 104,56.21,Retailer 28,0,Toys & Giftware,Jewellery repair
31/10/2017,Blanchardstown Centre,M00009145,Unit 104,56.21,Retailer 28,0,Toys & Giftware,Jewellery repair
01/12/2017,Blanchardstown Centre,M00009145,Unit 104,56.21,Retailer 28,0,Toys & Giftware,Jewellery repair
31/12/2017,Blanchardstown Centre,M00009145,Unit 104,56.21,Retailer 28,0,Toys & Giftware,Jewellery repair
31/01/2018,Blanchardstown Centre,M00009145,Unit 104,56.21,Retailer 28,0,Toys & Giftware,Jewellery repair
01/10/2017,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
31/10/2017,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
01/12/2017,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
31/12/2017,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
31/01/2018,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
03/03/2018,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
31/03/2018,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
01/05/2018,Blanchardstown Centre,M00009580,Unit 273,0,Retailer 29,0,Footwear,Leisure footwear
01/10/2017,Blanchardstown Centre,M00009630,Unit 112,115.39,Retailer 30,0,Entertainment,Music 
31/10/2017,Blanchardstown Centre,M00009630,Unit 112,115.39,Retailer 30,0,Entertainment,Music 
01/12/2017,Blanchardstown Centre,M00009630,Unit 112,115.39,Retailer 30,0,Entertainment,Music 
31/12/2017,Blanchardstown Centre,M00009630,Unit 112,115.39,Retailer 30,0,Entertainment,Music 
31/01/2018,Blanchardstown Centre,M00009630,Unit 112,115.39,Retailer 30,0,Entertainment,Music 
03/03/2018,Blanchardstown Centre,M00009630,Unit 112,115.39,Retailer 30,0,Entertainment,Music 
31/03/2018,Blanchardstown Centre,M00009630,Unit 112,115.39,Retailer 30,0,Entertainment,Music 
01/10/2017,Blanchardstown Centre,M00009713,Unit 231,69.03,Retailer 31,0,Health & Beauty,Beauty
31/10/2017,Blanchardstown Centre,M00009713,Unit 231,69.03,Retailer 31,0,Health & Beauty,Beauty
01/12/2017,Blanchardstown Centre,M00009713,Unit 231,69.03,Retailer 31,0,Health & Beauty,Beauty
31/12/2017,Blanchardstown Centre,M00009713,Unit 231,69.03,Retailer 31,0,Health & Beauty,Beauty
01/10/2017,Blanchardstown Centre,M00009743,Unit 146,17.09,Retailer 32,0,F&B,Bakery
31/10/2017,Blanchardstown Centre,M00009743,Unit 146,17.09,Retailer 32,0,F&B,Bakery
01/12/2017,Blanchardstown Centre,M00009743,Unit 146,17.09,Retailer 32,0,F&B,Bakery
31/12/2017,Blanchardstown Centre,M00009743,Unit 146,17.09,Retailer 32,0,F&B,Bakery
31/01/2018,Blanchardstown Centre,M00009743,Unit 146,17.09,Retailer 32,0,F&B,Bakery
03/03/2018,Blanchardstown Centre,M00009743,Unit 146,17.09,Retailer 32,0,F&B,Bakery
31/03/2018,Blanchardstown Centre,M00009743,Unit 146,17.09,Retailer 32,0,F&B,Bakery
01/10/2017,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
31/10/2017,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
01/12/2017,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
31/12/2017,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
31/01/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
03/03/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
31/03/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
01/05/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
31/05/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
01/07/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
31/07/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
31/08/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
01/10/2018,Blanchardstown Centre,M00009817,Unit 190,397.81,Retailer 33,0,Fashion,Womens
01/10/2017,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/10/2017,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
01/12/2017,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/12/2017,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/01/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
03/03/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/03/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
01/05/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/05/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
01/07/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/07/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/08/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
01/10/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
31/10/2018,Blanchardstown Centre,M00009891,Unit 226,127.46,Retailer 34,0,Health & Beauty,Beauty
01/10/2017,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/10/2017,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
01/12/2017,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/12/2017,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/01/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
03/03/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/03/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
01/05/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/05/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
01/07/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/07/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/08/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
01/10/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
31/10/2018,Blanchardstown Centre,M00009996,Unit 274,25.1,Retailer 35,0,Kiosk,Electrical
01/05/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,0,Entertainment,Gaming
31/05/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,0,Entertainment,Gaming
01/10/2019,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/10/2019,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
01/12/2019,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/12/2019,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/01/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
02/03/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/03/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
01/05/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/05/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
01/07/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/07/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/08/2020,Blanchardstown Centre,M00004872,Unit 122,353.78,Retailer 37,0,F&B,Sit down
31/03/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
01/05/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/05/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
01/07/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/07/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/08/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
01/10/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/10/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
01/12/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/12/2020,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/01/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
03/03/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/03/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
01/05/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/05/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
01/07/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/07/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
31/08/2021,Blanchardstown Centre,M00004876,Unit 126,77.02,Retailer 38,0,Health & Beauty,Beauty
01/05/2020,Blanchardstown Centre,M00004878,Unit 128,65.22,Retailer 16,0,Toys & Giftware,Gift shop
31/05/2020,Blanchardstown Centre,M00004878,Unit 128,65.22,Retailer 16,0,Toys & Giftware,Gift shop
01/05/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,0,Toys & Giftware,Toys
31/05/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,0,Toys & Giftware,Toys
31/08/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,0,Toys & Giftware,Toys
01/10/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,0,Toys & Giftware,Toys
31/10/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,0,Toys & Giftware,Toys
01/12/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,0,Toys & Giftware,Toys
31/12/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,0,Toys & Giftware,Toys
